position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
82	UCoGS626v6sog1srDksxVFsA	edenprojecttv	vgu8b-Us1xY	2017-04-11T10:41:16Z	2017-04-11 10:41:16	Scientists researching rainforest and the climate - Eden Project	Scientists from the University of Exeter and the Met Office explain the research they're undertaking into rainforests and the climate. Find out more about this fascinating science at the new Weather Maker section of the Rainforest Canopy Walkway of the Eden Project: http://www.edenproject.com/visit/whats-here/rainforest-biome/rainforest-canopy-walkway ----- Don't forget to Share/Subscribe/Like/Comment! SUBSCRIBE to the Eden Project's YouTube Channel for more great videos! http://www.youtube.com/edenprojecttv	scientists,rainforest,climate,weather,climate change,research,science,University of Exeter,Met Office,Eden Project	24	Entertainment	PT6M38S	398	2d	hd	false	https://i.ytimg.com/vi/vgu8b-Us1xY/maxresdefault.jpg	1	850	13	2	0	3
83	UCFuyCsMOEkJ27lHZ-AT9TmA	FLORB	MWr67v620kY	2019-12-09T15:29:30Z	2019-12-09 15:29:30	They Built a Rainforest Ecosystem inside a Geodesic Dome	Eden Project is a the largest greenhouse in the world built in Cornwall UK in Geodesic domes to show that humans can correct Climate change BECOME PART OF THE TEAM: https://www.patreon.com/FLORB Find out more about Eden Project: https://www.edenproject.com/ Follow me on Social Media https://www.instagram.com/dylanmagaster https://www.twitter.com/dylanmagaster Business inquires or music submissions: business@dylanmagaster.com Music: Epidemic Sound Affiliate link: https://mbsy.co/epidemicsound/FLORB When I Do This - Esme Cruz The Other Side (Instrumental) Jungle Awakening - Rune Dale Caravan Trails - Sight of Wonders Descendants - Esme Cruz Mediterranean Feeling 9 - Johan Hynynen Filmed by Dylan Magaster https://www.instagram.com/dylanmagaster https://www.twitter.com/dylanmagaster Edited by Dylan Magaster https://www.instagram.com/dylanmagaster https://www.twitter.com/dylanmagaster CAMERA GEAR Full Gear List: https://kit.co/DylanMagaster	Travel,kirsten dirksen,exploring alternatives,Eden,eden project,garden,greeh house,greenhouse,global,rainforest,jungle,indoor plants,the eden project,gardening,cornwall,climate change,regeneration,transformation,vertical garden,uk,tree,trees,earth,environment,dome,geodesic dome,climate,ecosystem,united kingdom	27	Education	PT13M32S	812	2d	hd	false	https://i.ytimg.com/vi/MWr67v620kY/maxresdefault.jpg	1	1157050	37638	570	0	2291
84	UCH4BNI0-FOK2dMXoFtViWHw	It's Okay To Be Smart	P7ydNafXxJI	2015-11-23T16:01:00Z	2015-11-23 16:01:00	Can Coral Reefs Survive Climate Change?	Viewers like you help make PBS (Thank you 😃) . Support your local PBS Member Station here: https://to.pbs.org/PBSDSDonate This episode is brought to you by Dropbox https://www.dropbox.com/ Tweet ⇒ http://bit.ly/OKTBScoral Share on FB ⇒ http://bit.ly/OKTBScoralFB ↓ More info and sources below ↓ We can’t afford to wait any longer to act on climate change. Check out #OursToLose: https://www.youtube.com/watch?v=UgOV1dYdYVk We’ve got t-shirts! Get yours here: http://store.dftba.com/collections/its-okay-to-be-smart References/Links: Coral/Zooxanthellae symbiosis: https://en.wikipedia.org/wiki/Zooxanthellae Global coral bleaching event is underway in 2015: http://www.noaanews.noaa.gov/stories2015/100815-noaa-declares-third-ever-global-coral-bleaching-event.html Learn more about the effects and extent of coral bleaching: http://www.globalcoralbleaching.org/ Could we ever lose all our corals? http://phenomena.nationalgeographic.com/2013/01/21/will-we-ever-lose-all-our-corals/ Coral reef ecosystem species density: http://www.unesco.org/new/en/natural-sciences/ioc-oceans/priority-areas/rio-20-ocean/blueprint-for-the-future-we-want/marine-biodiversity/facts-and-figures-on-marine-biodiversity/ Oceans absorb half of global CO2: http://news.nationalgeographic.com/news/2004/07/0715_040715_oceancarbon.html Oceans absorb 90% of excess heat: http://e360.yale.edu/feature/how_long_can_oceans_continue_to_absorb_earths_excess_heat/2860/ Extent of coral loss: http://wwf.panda.org/about_our_earth/blue_planet/coasts/coral_reefs/coral_facts/ Coral reef accelerated evolution: van Oppen, Madeleine JH, et al. "Building coral reef resilience through assisted evolution." Proceedings of the National Academy of Sciences 112.8 (2015): 2307-2313. http://www.pnas.org/content/112/8/2307.full Have an idea for an episode or an amazing science question you want answered? Leave a comment or check us out at the links below! Follow on Twitter: http://twitter.com/okaytobesmart http://twitter.com/jtotheizzoe Follow on Tumblr: http://www.itsokaytobesmart.com Follow on Instagram: http://instagram.com/jtotheizzoe Follow on Snapchat: YoDrJoe ----------------- It’s Okay To Be Smart is written and hosted by Joe Hanson, Ph.D. Follow me on Twitter: @jtotheizzoe Email me: itsokaytobesmart AT gmail DOT com Facebook: http://www.facebook.com/itsokaytobesmart For more awesome science, check out: http://www.itsokaytobesmart.com Produced by PBS Digital Studios: http://www.youtube.com/user/pbsdigitalstudios Joe Hanson - Creator/Host/Writer Joe Nicolosi - Director Amanda Fox - Producer, Spotzen Inc. Kate Eads - Producer Andrew Matthews - Editing/Motion Graphics/Animation Katie Graham - Camera John Knudsen - Gaffer Theme music: “Ouroboros” by Kevin MacLeod Other music via APM Stock images from Shutterstock, stock footage from Videoblocks (unless otherwise noted)	science,pbs digital studios,pbs,joe hanson,it's okay to be smart,its okay to be smart,it's ok to be smart,its ok to be smart,Climate (Literature Subject),Climate Change (Website Category),Coral Reef (Geographical Feature Category),Coral (Organism Classification),#ourstolose,ourstolose,cop21,ocean acidification,coral bleaching,Ocean (Geographical Feature Category),scishow,asapscience,veritasium,vsauce,smarter every day	27	Education	PT5M46S	346	2d	hd	true	https://i.ytimg.com/vi/P7ydNafXxJI/maxresdefault.jpg	1	173533	4466	144	0	475
85	UCWOA1ZGywLbqmigxE4Qlvuw	Netflix	JkaxUblCGz0	2020-04-17T13:00:04Z	2020-04-17 13:00:04	Our Planet | Forests | FULL EPISODE | Netflix	Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope. In this episode: Examine the fragile interdependence that exists between forests' wide variety of residents, including bald eagles, hunting dogs and Siberian tigers. For more information about Forests please visit https://www.ourplanet.com/en/video/how-to-restore-our-forests Download free educational resources at https://www.ourplanet.com/en/schools-and-youth US Rating: TV-PG. Parental guidance suggested. SUBSCRIBE: http://bit.ly/29qBUt7 About Netflix: Netflix is the world's leading streaming entertainment service with over 167 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments. Our Planet | Forests | FULL EPISODE | Netflix https://youtube.com/Netflix	education,netflix education,documentary,natural beauty,nature,forest,bald eagles,hunting dogs,Siberian tigers,climate change,ambitious documentary,netflix	24	Entertainment	PT48M18S	2898	2d	hd	true	https://i.ytimg.com/vi/JkaxUblCGz0/maxresdefault.jpg	1	9015563	84936	2078	0	3669
86	UC-SJ6nODDmufqBzPBwCvYvQ	CBS This Morning	2CQvBGSiDvw	2019-12-23T13:38:55Z	2019-12-23 13:38:55	Climate change in the 2020s: What impacts to expect	In our series The 2020's, we're exploring the big topics that will dominate the conversation in the next decade. In Monday’s installment, our focus is on climate change. Over the last 10 years, sea levels have risen at an alarming rate. Biodiversity is reportedly declining faster than at any time in human history, and millions of people have been affected by extreme weather, like hurricanes and floods. CBS News meteorologist and climate specialist Jeff Berardelli discusses what we expect over the next decade. Watch "CBS This Morning" HERE: http://bit.ly/1T88yAR Download the CBS News app on iOS HERE: https://apple.co/1tRNnUy Download the CBS News app on Android HERE: https://bit.ly/1IcphuX Like "CBS This Morning" on Facebook HERE: http://on.fb.me/1LhtdvI Follow "CBS This Morning" on Twitter HERE: http://bit.ly/1Xj5W3p Follow "CBS This Morning" on Instagram HERE: http://bit.ly/1Q7NGnY Get new episodes of shows you love across devices the next day, stream local news live, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B Each weekday morning, "CBS This Morning" co-hosts Gayle King, Anthony Mason and Tony Dokoupil deliver two hours of original reporting, breaking news and top-level newsmaker interviews in an engaging and informative format that challenges the norm in network morning news programs. The broadcast has earned a prestigious Peabody Award, a Polk Award, four News & Documentary Emmys, three Daytime Emmys and the 2017 Edward R. Murrow Award for Best Newscast. The broadcast was also honored with an Alfred I. duPont-Columbia Award as part of CBS News division-wide coverage of the shootings at Sandy Hook Elementary School in Newtown, Connecticut. Check local listings for "CBS This Morning" broadcast times.	video,cbs,news,climate change,series,topics,world,climate,sea levels,biodiversity,meterologist,human,hisory,weather,specialist,human history	25	News & Politics	PT3M19S	199	2d	hd	false	https://i.ytimg.com/vi/2CQvBGSiDvw/maxresdefault.jpg	1	194111	2157	282	0	1372
87	UCdeIkWFnjsELhJmJmV-cweQ	Warka Water	rIPi7Q9iYaQ	2021-01-23T22:58:01Z	2021-01-23 22:58:01	Warka Village | Episode 2 | The Rainforest	Cameroon hosts part of the Congo Basin forest, the first-largest tropical rainforest worldwide, an area estimated at 22 million hectares. The forests have been home to Pygmies communities and also to many large mammal species (elephants, gorillas, and chimpanzees), as well as countless species of trees and plants of high medicinal and cultural value. It controls the climate and regulates stream flow and maintains rainfall of the area with a relevant influence on the global climate. Recently there has been an alarming rate of deforestation. Hundreds of hectares of forest are destroyed every year by multinational companies causing enormous damage in the wet tropical forest with a relevant inpact on the Global Climate Change.		29	Nonprofits & Activism	PT5M19S	319	2d	hd	false	https://i.ytimg.com/vi/rIPi7Q9iYaQ/maxresdefault.jpg		4	1	0	0	0
88	UCl9roQQwv4o4OuBj3FhQdDQ	The Damage Report	fRF245N-qPs	2020-03-05T22:30:00Z	2020-03-05 22:30:00	Amazon Rainforest To Stop Processing CO2	When will the Amazon rainforest stop processing carbon dioxide? It could happen much sooner than you think. John Iadarola breaks it down on The Damage Report. Follow The Damage Report on Facebook: https://www.facebook.com/TheDamageReportTYT/ Help build the Home of the Progressives http://tyt.com/JOIN Subscribe to The Damage Report YouTube channel: https://www.youtube.com/thedamagereport?sub_confirmation=1 Follow The Damage Report on Twitter: https://twitter.com/TheDamageReport Read more here: https://www.theguardian.com/environment/2020/mar/04/tropical-forests-losing-their-ability-to-absorb-carbon-study-finds "Tropical forests are taking up less carbon dioxide from the air, reducing their ability to act as “carbon sinks” and bringing closer the prospect of accelerating climate breakdown. The Amazon could turn into a source of carbon in the atmosphere, instead of one of the biggest absorbers of the gas, as soon as the next decade, owing to the damage caused by loggers and farming interests and the impacts of the climate crisis, new research has found. If that happens, climate breakdown is likely to become much more severe in its impacts, and the world will have to cut down much faster on carbon-producing activities to counteract the loss of the carbon sinks. “We’ve found that one of the most worrying impacts of climate change has already begun,” said Simon Lewis, professor in the school of geography at Leeds University, one of the senior authors of the research. “This is decades ahead of even the most pessimistic climate models.”" #TheDamageReport #JohnIadarola #TheYoungTurks	200305__DR07meanwhileInTheAmazon,News,Politics,amazon rainforest carbon,amazon rainforest benefits,amazon rainforest climate change,amazon rainforest,amazon rainforest climate,amazon rainforest weather,amazon rainforest deforestation,amazon rainforest feedback,amazon forest,carbon dioxide,carbon dioxide cycle,co2 emissions,co2 levels,co2,rainforest,amazon,climate crisis,climate change,environmentalism,sustainability,greta thunberg,green new deal,bernie sanders	25	News & Politics	PT3M50S	230	2d	hd	false	https://i.ytimg.com/vi/fRF245N-qPs/maxresdefault.jpg	1	17705	1332	15	0	236
89	UCFBPOXNK5K1dvG4tJgwN8_A	Crystal	GwyTG8EFEGs	2019-08-22T02:48:09Z	2019-08-22 02:48:09	Climate Change/Amazon Rainforest	My thoughts		1	Film & Animation	PT30M6S	1806	2d	hd	false	https://i.ytimg.com/vi/GwyTG8EFEGs/maxresdefault.jpg		12	0	0	0	0
90	UCulYu1HEIa7f70L2lYZWHOw	michaeljacksonVEVO	XAi3VTSdTxU	2009-10-03T04:46:05Z	2009-10-03 04:46:05	Michael Jackson - Earth Song (Official Video)	“Earth Song” by Michael Jackson Listen to Michael Jackson: https://MichaelJackson.lnk.to/_listenYD The short film to Michael Jackson’s “Earth Song,” his best-selling single in the United Kingdom, earned Michael the Doris Day Music Award from the Humane Society’s Genesis Awards. The urgent need to address the issues facing the planet and all that inhabit it were on the forefront of Michael’s mind when he created this song and short film; issues that are even more urgent today. Subscribe to the official Michael Jackson YouTube Channel: https://MichaelJackson.lnk.to/subscribeYD Watch more Michael Jackson videos: https://MichaelJackson.lnk.to/_listenYC/youtube Follow Michael Jackson: Facebook: https://MichaelJackson.lnk.to/_followYS/facebook Twitter: https://MichaelJackson.lnk.to/_followYS/twitter Instagram: https://MichaelJackson.lnk.to/_followYS/instagram Website: https://MichaelJackson.lnk.to/_followYS/websitegeneral Spotify: https://MichaelJackson.lnk.to/_followYS/spotify Chorus: Did you ever stop to notice All the children dead from war? Did you ever stop to notice This crying Earth, these weeping shores? Ah, ooh Ah, ooh #MichaelJackson #EarthSong #HIStory	michael jackson,Michael Jackson earth song,earth song,earth song video,humane society genesis award,doris day music award,scream,this time around,stranger in Moscow,short film,Michael Jackson moonwalk,Michael Jackson songs,Michael Jackson short films,history,Michael Jackson history,official Michael Jackson,official video,pop,Earth Song,Epic,Michael Jackson,Other	10	Music	PT6M45S	405	2d	sd	false	https://i.ytimg.com/vi/XAi3VTSdTxU/maxresdefault.jpg	1	287238409	2795417	61351	0	148117
91	UCpIfUqX3GBsALE0SpeNYvvg	Wayne Spencer	njLRPrv0tA0	2014-03-06T01:33:55Z	2014-03-06 01:33:55	RRRC 15 Research Into Rainforest Climate Change			22	People & Blogs	PT2M9S	129	2d	sd	false			3	0	1	0	0
92	UCSrZ3UV4jOidv8ppoVuvW9Q	euronews (in English)	Im_1oOO1HeU	2017-07-20T13:10:01Z	2017-07-20 13:10:01	Inside the rainforest's medicine cabinet	*How can isolated and vulnerable rural communities prepare for catastrophic natural events and become more resilient in the face of climate change? This episode of Aid Zone takes us to Bolivia, where an EU-funded project is helping traditional healers share and enrich their ancestral knowledge.* When floods and other disasters hit isolated rural communities in Bolivia, traditional medicine is often all they have in terms of health care. Over twenty indigenous communities are regularly flooded … READ MORE : http://www.euronews.com/2017/07/20/inside-the-rainforest-s-medicine-cabinet What are the top stories today? Click to watch: https://www.youtube.com/playlist?list=PLSyY1udCyYqBeDOz400FlseNGNqReKkFd euronews: the most watched news channel in Europe Subscribe! http://www.youtube.com/subscription_center?add_user=euronews euronews is available in 13 languages: https://www.youtube.com/user/euronewsnetwork/channels In English: Website: http://www.euronews.com/news Facebook: https://www.facebook.com/euronews Twitter: http://twitter.com/euronews Google+: http://google.com/+euronews VKontakte: http://vk.com/en.euronews	euronews,aid-zone,Bolivia,NGO,Flood,Tradition,Humanitarian aid,Medicine	25	News & Politics	PT5M1S	301	2d	sd	false		1	2832	25	1	0	3
93	UCCj956IF62FbT7Gouszaj9w	BBC	dbCR0KSU52g	2020-09-23T14:00:06Z	2020-09-23 14:00:06	We need IMMEDIATE action to stop extinction crisis, David Attenborough - BBC	Subscribe and 🔔 to OFFICIAL BBC YouTube 👉 https://bit.ly/2IXqEIn Stream original BBC programmes FIRST on BBC iPlayer 👉 https://bbc.in/2J18jYJ With a million species at risk of extinction, Sir David Attenborough explores how this crisis of biodiversity has consequences for us all, threatening food and water security, undermining our ability to control our climate and even putting us at greater risk of pandemic diseases. Extinction is now happening up to 100 times faster than the natural evolutionary rate, but the issue is about more than the loss of individual species. Everything in the natural world is connected in networks that support the whole of life on earth, including us, and we are losing many of the benefits that nature provides to us. The loss of insects is threatening the pollination of crops, while the loss of biodiversity in the soil also threatens plants growth. Plants underpin many of the things that we need, and yet one in four is now threatened with extinction. Last year, a UN report identified the key drivers of biodiversity loss, including overfishing, climate change and pollution. But the single biggest driver of biodiversity loss is the destruction of natural habitats. Seventy-five per cent of Earth's land surface (where not covered by ice) has been changed by humans, much of it for agriculture, and as consumers we may unwittingly be contributing towards the loss of species through what we buy in the supermarket. Our destructive relationship with the natural world isn’t just putting the ecosystems that we rely on at risk. Human activities like the trade in animals and the destruction of habitats drive the emergence of diseases. Disease ecologists believe that if we continue on this pathway, this year’s pandemic will not be a one-off event. Extinction: The Facts | BBC #BBC #BBCExtinctionTheFacts #BBCiPlayer All our TV channels and S4C are available to watch live through BBC iPlayer, although some programmes may not be available to stream online due to rights. If you would like to read more on what types of programmes are available to watch live, check the 'Are all programmes that are broadcast available on BBC iPlayer?' FAQ 👉 https://bbc.in/2m8ks6v.	BBC iPlayer,United Kingdom,British TV,British TV Shows,Watch UK TV Online,Watch British TV Online,Watch British TV Shows Online	24	Entertainment	PT6M1S	361	2d	hd	false	https://i.ytimg.com/vi/dbCR0KSU52g/maxresdefault.jpg	1	151362	6506	199	0	996
94	UCgdv1CbqY2FRrG5RMd3mo0Q	Susana Olarte	5lMhUWoo6ck	2013-03-22T14:39:54Z	2013-03-22 14:39:54	Deforestation, Pollution and Global Warming in the Amazon Rainforest	Amazonas	Amazonas	19	Travel & Events	PT6M15S	375	2d	sd	true			2421	2	0	0	0
95	UC7CXDA7ZCU9Od6qzQr6phww	Eyewitness News	PQA0X89DaL4	2019-08-22T11:48:10Z	2019-08-22 11:48:10	Fires rage through Amazon rainforest	Record-breaking wildfires in the Amazon basin have destroyed vast amounts of the Amazon rainforest, creating a real threat to the fight against climate change.	Brazil,Amazon,Amazon rainforest	25	News & Politics	PT1M30S	90	2d	hd	false	https://i.ytimg.com/vi/PQA0X89DaL4/maxresdefault.jpg	1	14788	86	5	0	12
96	UC9Nq4zAFC2sW-WSPGYrTGWg	RRRCVisDoc	48JXmqs-tao	2009-03-11T02:49:12Z	2009-03-11 02:49:12	Research Into Rainforest Climate Change	The Marine and Tropical Sciences Research Facility (MTSRF) is part of the Commonwealth Environmental Research Facilities Program (CERF), an initiative of the Australian Government that will invest $100 million (AUD) in world-class public good research over four years from July 2006. Of this $100 million, $40 million will be allocated under the MTSRF to develop collaborative, public benefit research between Australia's best tropical environmental researchers to support the conservation and sustainable use of North Queensland's environmental assets - the Wet Tropics rainforests, the Great Barrier Reef and the connecting coastal regions. The MTSRF has produced 28 multimedia Visual Documentation clips using contributions from research projects being conducted under the MTSRF program. The purpose of the Visual Documentation is to provide video documentation of the work being undertaken within the MTSRF program. These multimedia products have been designed to easily incorporate and portray new results obtained from the MTSRF work, enabling a visual record of the MTSRF work, the research projects and the environmental assets of North Queensland to be compiled. To view more videos and read more about the MTSRF, visit here: http://www.rrrc.org.au/mediadirectory/visualdocumentation/index.html	rainforest,climate change,climate,change,research,wet tropics,wtwha,reef,RRRC,MTSRF,queensland	28	Science & Technology	PT2M20S	140	2d	sd	false			464	1	0	0	0
97	UCTrQ7HXWRRxr7OsOtodr2_w	Channel 4 News	5iNuFN7L4-g	2019-06-11T19:04:01Z	2019-06-11 19:04:01	Amazon tribe battle rainforest decimation - with old and new tools	Last month deforestation in the Amazon basin hit record levels. (Subscribe: https://bit.ly/C4_News_Subscribe) It results from the pro-farming policy being pursued by Brazil's new President Jair Bolsonaro. The Amazon is the world's largest rainforest, however today it is shrinking faster than any other. In the first of two reports from the rainforest, we have been to the Karu Indigenous Reserve in the Brazilian state of Maranhão, where one tribe is resisting the destruction of what could be one of the last natural defences against climate change. ----------------------- Get more news at our site - https://www.channel4.com/news/ Follow us: Facebook - https://www.facebook.com/Channel4News/ Twitter - https://twitter.com/Channel4News	channel 4 news,Amazon,amazonia,amazon forest,amazon jungle,the amazon,amazon rainforest,amazon tribe,tribes,bolsonaro,jair bolsonaro,amazon tribe drone,rainforest,the amazon rainforest,amazon tribes,amazon people,deforestation,brazil rainforest,amazon rainforest deforestaton,amazon rain forest,amazonian tribe,brazil	25	News & Politics	PT10M49S	649	2d	hd	false	https://i.ytimg.com/vi/5iNuFN7L4-g/maxresdefault.jpg	1	5837	130	9	0	22
98	UCugvvW_LWBF4ygShqdXPWYQ	Abhishek Kumar	-QBaUA6nhOM	2020-09-29T10:59:45Z	2020-09-29 10:59:45	Global warming \\ Mitigation Options \\ Feedback Loop \\ Amazon Rainforest Die-Off (in English)	Hello viewers, This video tells us about what is climate change, its effect, and mitigation options to reduce its effect. This video also discusses feedback loops, its types, and also a very good example of a positive feedback loop "Amazon Rainforest Die-Off" Hope you enjoy and learn something new from this video..!! The team includes: (College - IISER, Mohali, Course - HSS 636) Credits - Abhishek Kumar		22	People & Blogs	PT9M17S	557	2d	hd	false	https://i.ytimg.com/vi/-QBaUA6nhOM/maxresdefault.jpg		151	3	1	0	0
99	UCRBwLPbXGsI2cJe9W1zfSjQ	Just Have a Think	5TfPVzl0btA	2020-06-28T13:00:02Z	2020-06-28 13:00:02	Bolsonaro : How quickly is he destroying the Amazon Rainforest?	Jair Bolsonaro took power in Brazil in October 2018. Since that time he has waged a relentless war on one of the most delicate and essential ecosystems on the planet. The damage is now so severe and irreversible that the majority of the Amazon may well be nothing more than dry savannah land within 3 decades. This video looks at the scale of the challenge and what can be done. Video Transcripts available at our website http://www.justhaveathink.com Help support this channels independence at http://www.patreon.com/justhaveathink Or with a donation via Paypal by clicking here https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=GWR73EHXGJMAE&source=url You can also help keep my brain ticking over during the long hours of research and editing via the nice folks at BuyMeACoffee.com https://www.buymeacoffee.com/justhaveathink Download the Just Have a Think App from the AppStore or Google Play Interested in mastering and remembering the concepts that I present in my videos? Check out the FREE DiveDeeper mini-courses offered by the Center for Behavior and Climate. These mini-courses teach the main concepts in select JHAT videos and go beyond to help you learn additional scientific or conservation concepts. The courses are great for teachers to use or for individual learning. https://climatechange.behaviordevelopmentsolutions.com/just-have-a-think-jhat Check out other YouTube Climate Communicators zentouro: https://www.youtube.com/user/zentouro Climate Adam: https://www.youtube.com/user/ClimateAdam Kurtis Baute: https://www.youtube.com/user/ScopeofScience Levi Hildebrand: https://www.youtube.com/user/The100LH Simon Clark: https://www.youtube.com/user/SimonOxfPhys Sarah Karver: https://www.youtube.com/channel/UCRwMkTu8sCwOOD6_7QYrZnw ClimateTown: https://www.youtube.com/channel/UCuVLG9pThvBABcYCm7pkNkA Jack Harries: https://www.youtube.com/user/JacksGap Beckisphere: https://www.youtube.com/channel/UCT39HQq5eDKonaUV8ujiBCQ Our Changing Climate : https://www.youtube.com/channel/UCNXvxXpDJXp-mZu3pFMzYHQ Research Links National Academy of Sciences 2017 Paper https://www.pnas.org/content/114/44/11645 Science Magazine Papers https://www.sciencemag.org/news/2015/09/earth-home-3-trillion-trees-half-many-when-human-civilization-arose https://science.sciencemag.org/content/365/6448/76 Global Forest Watch https://www.globalforestwatch.org UN Decade on Ecosystem Restoration https://www.unenvironment.org/news-and-stories/press-release/new-un-decade-ecosystem-restoration-offers-unparalleled-opportunity https://www.decadeonrestoration.org/Interactive/tree-planting-and-ecosystem-restoration-crash-course The Bonn Challenge https://www.bonnchallenge.org/ AFR100 https://afr100.org/ BBC Article https://www.bbc.com/news/amp/science-environment-51300515 Mongabay Articles https://news.mongabay.com/2020/05/amazon-deforestation-increases-for-13th-straight-month-in-brazil/ https://news.mongabay.com/2020/06/brazilian-government-taken-to-court-for-assault-on-environment-climate/ Environmental Groups Featured in Video EcoWatch https://www.ecowatch.com/map-of-mining-amazon-2623200925.html Landscape Academy https://academy.globallandscapesforum.org/ Common Land https://www.commonland.com/4-returns/ Just Diggit https://justdiggit.org/# Plant for Planet https://www.plant-for-the-planet.org/en/home Reforest Action https://www.reforestaction.com/en Nature4Climate https://nature4climate.org/science/n4c-pathways/forests/reforestation/ Tree Sisters https://treesisters.org/ The Wilderness Society https://www.wilderness.org/get-involved https://www.wilderness.org/articles/article/interactive-tracking-trumps-anti-public-lands-crusade Project Drawdown https://drawdown.org/ #bolsonaro #climatecrisis #actnow	jair bolsonaro,amazon rainforest,deforestation,reforestation,Brazil,Rainforest degradation,climate crisis,climate emergency	22	People & Blogs	PT15M53S	953	2d	hd	false	https://i.ytimg.com/vi/5TfPVzl0btA/maxresdefault.jpg		29493	2496	232	0	567
100	UCE9mrcoX-oE-2f1BL-iPPoQ	World Bank	U1XGxo3vB2Q	2009-05-05T19:02:08Z	2009-05-05 19:02:08	Philippines Climate Change in Coastal Areas	This 15 minute video is part of a larger effort to raise awareness and build capacity on climate change impacts among coastal communities in the Philippines. The video is the result of work undertaken jointly by World Bank staff in the Philippines, local communities and other national stakeholders.	world,bank,philippines,climate,change,coastal,environment	29	Nonprofits & Activism	PT15M8S	908	2d	sd	false			70300	240	15	0	29
